billing_id,subscription_id,customer_id,billing_date,due_date,base_amount,additional_charges,tax_amount,total_amount,payment_amount,payment_date,payment_method,status,billing_cycle
BILL-1234593924,SUB-10001960,CUS-11335,2024-07-01,2024-07-15,207.55,22.96,18.79,249.3,249.3,2024-07-09,Bank Transfer,Paid,2024-07-01
BILL-1234593925,SUB-10001960,CUS-11335,2024-08-01,2024-08-15,207.55,0,18.95,226.5,226.5,2024-08-12,Bank Transfer,Paid,2024-08-01
BILL-1234593926,SUB-10001960,CUS-11335,2024-09-01,2024-09-15,207.55,0,18.45,226,226,2024-09-13,Check,Paid,2024-09-01
BILL-1234593927,SUB-10001960,CUS-11335,2024-10-01,2024-10-15,207.55,45.86,24.81,278.22,278.22,2024-10-08,Bank Transfer,Paid,2024-10-01
BILL-1234593928,SUB-10001960,CUS-11335,2024-11-01,2024-11-15,207.55,0,17.97,225.52,225.52,2024-11-12,Credit Card,Paid,2024-11-01
BILL-1234593929,SUB-10001960,CUS-11335,2024-12-01,2024-12-15,207.55,0,24.72,232.27,232.27,2024-12-08,Bank Transfer,Paid,2024-12-01
BILL-1234593930,SUB-10001960,CUS-11335,2025-01-01,2025-01-15,207.55,0,19.03,226.58,226.58,2025-01-14,Bank Transfer,Paid,2025-01-01
BILL-1234593931,SUB-10001960,CUS-11335,2025-02-01,2025-02-15,207.55,0,21.87,229.42,229.42,2025-02-06,PayPal,Paid,2025-02-01
BILL-1234593932,SUB-10001960,CUS-11335,2025-03-01,2025-03-15,207.55,0,21.22,228.77,228.77,2025-03-09,Check,Paid,2025-03-01
BILL-1234593933,SUB-10001960,CUS-11335,2025-04-01,2025-04-15,207.55,6.98,24.3,238.83,238.83,2025-04-07,PayPal,Paid,2025-04-01
BILL-1234593934,SUB-10001960,CUS-11335,2025-05-01,2025-05-15,207.55,6.72,21.59,235.86,235.86,2025-05-06,Check,Paid,2025-05-01
BILL-1234593935,SUB-10001960,CUS-11335,2025-06-01,2025-06-15,207.55,21.21,20.56,249.32,null,null,null,Late,2025-06-01
BILL-1234593936,SUB-10001961,CUS-11335,2024-01-01,2024-01-15,257.59,0,25.92,283.51,283.51,2024-01-17,PayPal,Paid,2024-01-01
BILL-1234593937,SUB-10001961,CUS-11335,2024-02-01,2024-02-15,257.59,0,29.45,287.04,287.04,2024-02-17,PayPal,Paid,2024-02-01
BILL-1234593938,SUB-10001961,CUS-11335,2024-03-01,2024-03-15,257.59,0,28.63,286.22,286.22,2024-03-15,PayPal,Paid,2024-03-01
BILL-1234593939,SUB-10001961,CUS-11335,2024-04-01,2024-04-15,257.59,0,23.09,280.68,280.68,2024-04-02,PayPal,Paid,2024-04-01
BILL-1234593940,SUB-10001961,CUS-11335,2024-05-01,2024-05-15,257.59,0,27.33,284.92,284.92,2024-05-02,Check,Paid,2024-05-01
BILL-1234593941,SUB-10001961,CUS-11335,2024-06-01,2024-06-15,257.59,28.74,27.73,314.06,314.06,2024-06-13,PayPal,Paid,2024-06-01
BILL-1234593942,SUB-10001961,CUS-11335,2024-07-01,2024-07-15,257.59,19.99,24.17,301.75,301.75,2024-07-03,Bank Transfer,Paid,2024-07-01
BILL-1234593943,SUB-10001961,CUS-11335,2024-08-01,2024-08-15,257.59,0,22.35,279.94,279.94,2024-08-11,Check,Paid,2024-08-01
BILL-1234593944,SUB-10001961,CUS-11335,2024-09-01,2024-09-15,257.59,0,25.58,283.17,283.17,2024-09-13,Credit Card,Paid,2024-09-01
BILL-1234593945,SUB-10001961,CUS-11335,2024-10-01,2024-10-15,257.59,0,24.64,282.23,282.23,2024-10-15,PayPal,Paid,2024-10-01
BILL-1234593946,SUB-10001961,CUS-11335,2024-11-01,2024-11-15,257.59,0,26.34,283.93,283.93,2024-11-07,Credit Card,Paid,2024-11-01
BILL-1234593947,SUB-10001961,CUS-11335,2024-12-01,2024-12-15,257.59,0,23.13,280.72,280.72,2024-12-04,Credit Card,Paid,2024-12-01
BILL-1234593948,SUB-10001961,CUS-11335,2025-01-01,2025-01-15,257.59,0,26.91,284.5,284.5,2025-01-12,Check,Paid,2025-01-01
BILL-1234593949,SUB-10001961,CUS-11335,2025-02-01,2025-02-15,257.59,0,22.98,280.57,280.57,2025-02-08,Credit Card,Paid,2025-02-01
BILL-1234593950,SUB-10001961,CUS-11335,2025-03-01,2025-03-15,257.59,0,24.97,282.56,282.56,2025-03-14,Bank Transfer,Paid,2025-03-01
BILL-1234593951,SUB-10001961,CUS-11335,2025-04-01,2025-04-15,257.59,0,30.21,287.8,287.8,2025-04-07,Check,Paid,2025-04-01
BILL-1234593952,SUB-10001961,CUS-11335,2025-05-01,2025-05-15,257.59,41.52,27.3,326.41,null,null,null,Late,2025-05-01
BILL-1234593953,SUB-10001961,CUS-11335,2025-06-01,2025-06-15,257.59,11.19,26.05,294.83,null,null,null,Unpaid,2025-06-01
BILL-1234593954,SUB-10001962,CUS-11336,2024-01-01,2024-01-15,99.99,0,9.17,109.16,109.16,2024-01-05,Check,Paid,2024-01-01
BILL-1234593955,SUB-10001962,CUS-11336,2024-02-01,2024-02-15,99.99,0,9.43,109.42,109.42,2024-02-06,Credit Card,Paid,2024-02-01
BILL-1234593956,SUB-10001962,CUS-11336,2024-03-01,2024-03-15,99.99,0,9.21,109.2,109.2,2024-03-09,PayPal,Paid,2024-03-01
BILL-1234593957,SUB-10001962,CUS-11336,2024-04-01,2024-04-15,99.99,0,8.3,108.29,108.29,2024-04-09,Bank Transfer,Paid,2024-04-01
BILL-1234593958,SUB-10001962,CUS-11336,2024-05-01,2024-05-15,99.99,40.24,14.33,154.56,154.56,2024-05-15,Credit Card,Paid,2024-05-01
BILL-1234593959,SUB-10001962,CUS-11336,2024-06-01,2024-06-15,99.99,0,9.03,109.02,109.02,2024-06-13,Credit Card,Paid,2024-06-01
BILL-1234593960,SUB-10001962,CUS-11336,2024-07-01,2024-07-15,99.99,0,9.07,109.06,109.06,2024-07-11,Check,Paid,2024-07-01
BILL-1234593961,SUB-10001962,CUS-11336,2024-08-01,2024-08-15,99.99,46.49,14.25,160.73,160.73,2024-08-13,Credit Card,Paid,2024-08-01
BILL-1234593962,SUB-10001962,CUS-11336,2024-09-01,2024-09-15,99.99,35.6,13.77,149.36,149.36,2024-09-07,Credit Card,Paid,2024-09-01
BILL-1234593963,SUB-10001962,CUS-11336,2024-10-01,2024-10-15,99.99,0,9.22,109.21,109.21,2024-10-04,PayPal,Paid,2024-10-01
BILL-1234593964,SUB-10001962,CUS-11336,2024-11-01,2024-11-15,99.99,0,9.71,109.7,109.7,2024-11-11,Check,Paid,2024-11-01
BILL-1234593965,SUB-10001962,CUS-11336,2024-12-01,2024-12-15,99.99,0,11.47,111.46,111.46,2024-12-18,Credit Card,Paid,2024-12-01
BILL-1234593966,SUB-10001962,CUS-11336,2025-01-01,2025-01-15,99.99,0,8.66,108.65,108.65,2025-01-18,Credit Card,Paid,2025-01-01
BILL-1234593967,SUB-10001962,CUS-11336,2025-02-01,2025-02-15,99.99,0,8.5,108.49,108.49,2025-02-08,Check,Paid,2025-02-01
BILL-1234593968,SUB-10001962,CUS-11336,2025-03-01,2025-03-15,99.99,0,9.26,109.25,109.25,2025-03-08,Bank Transfer,Paid,2025-03-01
BILL-1234593969,SUB-10001962,CUS-11336,2025-04-01,2025-04-15,99.99,0,10.04,110.03,null,null,null,Unpaid,2025-04-01
BILL-1234593970,SUB-10001962,CUS-11336,2025-05-01,2025-05-15,99.99,12.52,10.09,122.6,null,null,null,Late,2025-05-01
BILL-1234593971,SUB-10001962,CUS-11336,2025-06-01,2025-06-15,99.99,0,10.51,110.5,110.5,2025-06-10,Check,Paid,2025-06-01
BILL-1234593972,SUB-10001963,CUS-11337,2024-01-01,2024-01-15,49.22,0,4.42,53.64,53.64,2024-01-16,Bank Transfer,Paid,2024-01-01
BILL-1234593973,SUB-10001963,CUS-11337,2024-02-01,2024-02-15,49.22,46.74,8.75,104.71,104.71,2024-02-15,Bank Transfer,Paid,2024-02-01
BILL-1234593974,SUB-10001963,CUS-11337,2024-03-01,2024-03-15,49.22,0,4.87,54.09,54.09,2024-03-08,PayPal,Paid,2024-03-01
BILL-1234593975,SUB-10001963,CUS-11337,2024-04-01,2024-04-15,49.22,25.73,7.92,82.87,82.87,2024-04-03,Bank Transfer,Paid,2024-04-01
BILL-1234593976,SUB-10001963,CUS-11337,2024-05-01,2024-05-15,49.22,0,5.42,54.64,54.64,2024-05-11,Credit Card,Paid,2024-05-01
BILL-1234593977,SUB-10001963,CUS-11337,2024-06-01,2024-06-15,49.22,31.88,8.94,90.04,90.04,2024-06-08,Bank Transfer,Paid,2024-06-01
BILL-1234593978,SUB-10001963,CUS-11337,2024-07-01,2024-07-15,49.22,19.83,6.36,75.41,75.41,2024-07-04,Bank Transfer,Paid,2024-07-01
BILL-1234593979,SUB-10001963,CUS-11337,2024-08-01,2024-08-15,49.22,30.07,7.08,86.37,86.37,2024-08-03,Credit Card,Paid,2024-08-01
BILL-1234593980,SUB-10001963,CUS-11337,2024-09-01,2024-09-15,49.22,0,5.63,54.85,54.85,2024-09-05,PayPal,Paid,2024-09-01
BILL-1234593981,SUB-10001963,CUS-11337,2024-10-01,2024-10-15,49.22,0,5.01,54.23,54.23,2024-10-04,Check,Paid,2024-10-01
BILL-1234593982,SUB-10001963,CUS-11337,2024-11-01,2024-11-15,49.22,0,5.74,54.96,54.96,2024-11-04,PayPal,Paid,2024-11-01
BILL-1234593983,SUB-10001963,CUS-11337,2024-12-01,2024-12-15,49.22,0,5.52,54.74,54.74,2024-12-09,Check,Paid,2024-12-01
BILL-1234593984,SUB-10001963,CUS-11337,2025-01-01,2025-01-15,49.22,0,4.39,53.61,53.61,2025-01-07,Check,Paid,2025-01-01
BILL-1234593985,SUB-10001963,CUS-11337,2025-02-01,2025-02-15,49.22,0,5.57,54.79,54.79,2025-02-06,Bank Transfer,Paid,2025-02-01
BILL-1234593986,SUB-10001963,CUS-11337,2025-03-01,2025-03-15,49.22,0,4.5,53.72,null,null,null,Unpaid,2025-03-01
BILL-1234593987,SUB-10001963,CUS-11337,2025-04-01,2025-04-15,49.22,32.1,9.29,90.61,90.61,2025-04-13,Credit Card,Paid,2025-04-01
BILL-1234593988,SUB-10001963,CUS-11337,2025-05-01,2025-05-15,49.22,33.96,9.25,92.43,92.43,2025-05-12,Check,Paid,2025-05-01
BILL-1234593989,SUB-10001963,CUS-11337,2025-06-01,2025-06-15,49.22,40.65,7.97,97.84,97.84,2025-06-14,Credit Card,Paid,2025-06-01
BILL-1234593990,SUB-10001964,CUS-11338,2025-04-01,2025-04-15,98.52,45.49,13.14,157.15,157.15,2025-04-06,Check,Paid,2025-04-01
BILL-1234593991,SUB-10001964,CUS-11338,2025-05-01,2025-05-15,98.52,0,11.52,110.04,null,null,null,Unpaid,2025-05-01
BILL-1234593992,SUB-10001964,CUS-11338,2025-06-01,2025-06-15,98.52,0,8.43,106.95,null,null,null,Unpaid,2025-06-01
BILL-1234593993,SUB-10001965,CUS-11338,2025-04-01,2025-04-15,229.34,0,24.24,253.58,253.58,2025-04-02,Bank Transfer,Paid,2025-04-01
BILL-1234593994,SUB-10001965,CUS-11338,2025-05-01,2025-05-15,229.34,0,19.56,248.9,248.9,2025-05-10,Bank Transfer,Paid,2025-05-01
BILL-1234593995,SUB-10001965,CUS-11338,2025-06-01,2025-06-15,229.34,27.86,24.71,281.91,281.91,2025-06-12,Bank Transfer,Paid,2025-06-01
BILL-1234593996,SUB-10001967,CUS-11338,2025-04-01,2025-04-15,86.17,13.97,8.86,109,null,null,null,Unpaid,2025-04-01
BILL-1234593997,SUB-10001967,CUS-11338,2025-05-01,2025-05-15,86.17,30.87,12.46,129.5,null,null,null,Unpaid,2025-05-01
BILL-1234593998,SUB-10001967,CUS-11338,2025-06-01,2025-06-15,86.17,0,10.2,96.37,96.37,2025-06-12,PayPal,Paid,2025-06-01
BILL-1234593999,SUB-10001968,CUS-11339,2024-01-01,2024-01-15,49.99,38.08,9.59,97.66,97.66,2024-01-03,PayPal,Paid,2024-01-01
BILL-1234594000,SUB-10001968,CUS-11339,2024-02-01,2024-02-15,49.99,0,5.09,55.08,55.08,2024-02-09,Check,Paid,2024-02-01
BILL-1234594001,SUB-10001968,CUS-11339,2024-03-01,2024-03-15,49.99,0,4.73,54.72,54.72,2024-03-08,Bank Transfer,Paid,2024-03-01
BILL-1234594002,SUB-10001968,CUS-11339,2024-04-01,2024-04-15,49.99,0,5.2,55.19,55.19,2024-04-07,PayPal,Paid,2024-04-01
BILL-1234594003,SUB-10001968,CUS-11339,2024-05-01,2024-05-15,49.99,0,5.88,55.87,55.87,2024-05-13,Check,Paid,2024-05-01
BILL-1234594004,SUB-10001968,CUS-11339,2024-06-01,2024-06-15,49.99,32.41,7.78,90.18,90.18,2024-06-02,Credit Card,Paid,2024-06-01
BILL-1234594005,SUB-10001968,CUS-11339,2024-07-01,2024-07-15,49.99,0,4.58,54.57,54.57,2024-07-18,Bank Transfer,Paid,2024-07-01
BILL-1234594006,SUB-10001968,CUS-11339,2024-08-01,2024-08-15,49.99,6.37,5.39,61.75,61.75,2024-08-09,Credit Card,Paid,2024-08-01
BILL-1234594007,SUB-10001968,CUS-11339,2024-09-01,2024-09-15,49.99,0,5.6,55.59,55.59,2024-09-10,Credit Card,Paid,2024-09-01
BILL-1234594008,SUB-10001968,CUS-11339,2024-10-01,2024-10-15,49.99,0,4.42,54.41,54.41,2024-10-15,PayPal,Paid,2024-10-01
BILL-1234594009,SUB-10001968,CUS-11339,2024-11-01,2024-11-15,49.99,0,5.28,55.27,55.27,2024-11-08,PayPal,Paid,2024-11-01
BILL-1234594010,SUB-10001968,CUS-11339,2024-12-01,2024-12-15,49.99,0,5.16,55.15,55.15,2024-12-09,Bank Transfer,Paid,2024-12-01
BILL-1234594011,SUB-10001968,CUS-11339,2025-01-01,2025-01-15,49.99,0,4.26,54.25,54.25,2025-01-16,Check,Paid,2025-01-01
BILL-1234594012,SUB-10001968,CUS-11339,2025-02-01,2025-02-15,49.99,0,4.89,54.88,54.88,2025-02-03,PayPal,Paid,2025-02-01
BILL-1234594013,SUB-10001968,CUS-11339,2025-03-01,2025-03-15,49.99,0,4.01,54,54,2025-03-13,PayPal,Paid,2025-03-01
BILL-1234594014,SUB-10001968,CUS-11339,2025-04-01,2025-04-15,49.99,0,5,54.99,54.99,2025-04-11,Credit Card,Paid,2025-04-01
BILL-1234594015,SUB-10001968,CUS-11339,2025-05-01,2025-05-15,49.99,22.81,8.7,81.5,81.5,2025-05-03,Bank Transfer,Paid,2025-05-01
BILL-1234594016,SUB-10001968,CUS-11339,2025-06-01,2025-06-15,49.99,0,4.1,54.09,54.09,2025-06-03,Credit Card,Paid,2025-06-01
BILL-1234594017,SUB-10001969,CUS-11339,2024-01-01,2024-01-15,101.77,0,12.11,113.88,113.88,2024-01-03,Check,Paid,2024-01-01
BILL-1234594018,SUB-10001969,CUS-11339,2024-02-01,2024-02-15,101.77,15.82,12.13,129.72,129.72,2024-02-09,Credit Card,Paid,2024-02-01
BILL-1234594019,SUB-10001969,CUS-11339,2024-03-01,2024-03-15,101.77,31.5,12.2,145.47,145.47,2024-03-06,Check,Paid,2024-03-01
BILL-1234594020,SUB-10001969,CUS-11339,2024-04-01,2024-04-15,101.77,0,8.51,110.28,110.28,2024-04-05,Check,Paid,2024-04-01
BILL-1234594021,SUB-10001969,CUS-11339,2024-05-01,2024-05-15,101.77,0,12.03,113.8,113.8,2024-05-09,Credit Card,Paid,2024-05-01
BILL-1234594022,SUB-10001969,CUS-11339,2024-06-01,2024-06-15,101.77,19.03,12.21,133.01,133.01,2024-06-12,Check,Paid,2024-06-01
BILL-1234594023,SUB-10001969,CUS-11339,2024-07-01,2024-07-15,101.77,0,8.44,110.21,110.21,2024-07-03,PayPal,Paid,2024-07-01
BILL-1234594024,SUB-10001969,CUS-11339,2024-08-01,2024-08-15,101.77,0,10.83,112.6,112.6,2024-08-13,Check,Paid,2024-08-01
BILL-1234594025,SUB-10001969,CUS-11339,2024-09-01,2024-09-15,101.77,0,10.45,112.22,112.22,2024-09-03,PayPal,Paid,2024-09-01
BILL-1234594026,SUB-10001969,CUS-11339,2024-10-01,2024-10-15,101.77,22.62,13.82,138.21,138.21,2024-10-06,Check,Paid,2024-10-01
BILL-1234594027,SUB-10001969,CUS-11339,2024-11-01,2024-11-15,101.77,7.59,9.8,119.16,119.16,2024-11-06,PayPal,Paid,2024-11-01
BILL-1234594028,SUB-10001969,CUS-11339,2024-12-01,2024-12-15,101.77,12.56,11.89,126.22,126.22,2024-12-13,PayPal,Paid,2024-12-01
BILL-1234594029,SUB-10001969,CUS-11339,2025-01-01,2025-01-15,101.77,0,11.85,113.62,113.62,2025-01-11,Credit Card,Paid,2025-01-01
BILL-1234594030,SUB-10001969,CUS-11339,2025-02-01,2025-02-15,101.77,28.43,10.98,141.18,141.18,2025-02-05,Credit Card,Paid,2025-02-01
BILL-1234594031,SUB-10001969,CUS-11339,2025-03-01,2025-03-15,101.77,0,12.16,113.93,113.93,2025-03-09,Bank Transfer,Paid,2025-03-01
BILL-1234594032,SUB-10001969,CUS-11339,2025-04-01,2025-04-15,101.77,13.94,12.16,127.87,127.87,2025-04-15,Credit Card,Paid,2025-04-01
BILL-1234594033,SUB-10001969,CUS-11339,2025-05-01,2025-05-15,101.77,6.63,10.84,119.24,119.24,2025-05-14,Bank Transfer,Paid,2025-05-01
BILL-1234594034,SUB-10001969,CUS-11339,2025-06-01,2025-06-15,101.77,0,10.83,112.6,null,null,null,Late,2025-06-01
BILL-1234594035,SUB-10001970,CUS-11340,2024-09-01,2024-09-15,159.99,0,16.79,176.78,176.78,2024-09-05,Check,Paid,2024-09-01
BILL-1234594036,SUB-10001970,CUS-11340,2024-10-01,2024-10-15,159.99,0,16.59,176.58,176.58,2024-10-07,Bank Transfer,Paid,2024-10-01
BILL-1234594037,SUB-10001970,CUS-11340,2024-11-01,2024-11-15,159.99,0,18.39,178.38,178.38,2024-11-11,Bank Transfer,Paid,2024-11-01
BILL-1234594038,SUB-10001970,CUS-11340,2024-12-01,2024-12-15,159.99,0,17.64,177.63,177.63,2024-12-08,PayPal,Paid,2024-12-01
BILL-1234594039,SUB-10001970,CUS-11340,2025-01-01,2025-01-15,159.99,0,17.42,177.41,177.41,2025-01-15,Bank Transfer,Paid,2025-01-01
BILL-1234594040,SUB-10001970,CUS-11340,2025-02-01,2025-02-15,159.99,47.33,19.66,226.98,226.98,2025-02-09,Check,Paid,2025-02-01
BILL-1234594041,SUB-10001970,CUS-11340,2025-03-01,2025-03-15,159.99,0,13.07,173.06,173.06,2025-03-03,Bank Transfer,Paid,2025-03-01
BILL-1234594042,SUB-10001970,CUS-11340,2025-04-01,2025-04-15,159.99,0,18.87,178.86,178.86,2025-04-02,Bank Transfer,Paid,2025-04-01
BILL-1234594043,SUB-10001970,CUS-11340,2025-05-01,2025-05-15,159.99,0,15.39,175.38,null,null,null,Unpaid,2025-05-01
BILL-1234594044,SUB-10001970,CUS-11340,2025-06-01,2025-06-15,159.99,0,15.71,175.7,null,null,null,Unpaid,2025-06-01
BILL-1234594045,SUB-10001971,CUS-11341,2024-01-01,2024-01-15,99.99,0,8.82,108.81,108.81,2024-01-07,Check,Paid,2024-01-01
BILL-1234594046,SUB-10001971,CUS-11341,2024-02-01,2024-02-15,99.99,15.72,12.76,128.47,128.47,2024-02-11,Check,Paid,2024-02-01
BILL-1234594047,SUB-10001971,CUS-11341,2024-03-01,2024-03-15,99.99,0,10.24,110.23,110.23,2024-03-12,Bank Transfer,Paid,2024-03-01
BILL-1234594048,SUB-10001971,CUS-11341,2024-04-01,2024-04-15,99.99,25.75,14.51,140.25,140.25,2024-04-08,Check,Paid,2024-04-01
BILL-1234594049,SUB-10001971,CUS-11341,2024-05-01,2024-05-15,99.99,0,9.89,109.88,109.88,2024-05-10,PayPal,Paid,2024-05-01
BILL-1234594050,SUB-10001971,CUS-11341,2024-06-01,2024-06-15,99.99,0,10.39,110.38,110.38,2024-06-11,Check,Paid,2024-06-01
BILL-1234594051,SUB-10001971,CUS-11341,2024-07-01,2024-07-15,99.99,18.05,11.09,129.13,129.13,2024-07-06,PayPal,Paid,2024-07-01
BILL-1234594052,SUB-10001971,CUS-11341,2024-08-01,2024-08-15,99.99,0,8.83,108.82,108.82,2024-08-13,Check,Paid,2024-08-01
BILL-1234594053,SUB-10001971,CUS-11341,2024-09-01,2024-09-15,99.99,0,9.34,109.33,109.33,2024-09-12,Bank Transfer,Paid,2024-09-01
BILL-1234594054,SUB-10001971,CUS-11341,2024-10-01,2024-10-15,99.99,0,11.93,111.92,111.92,2024-10-03,PayPal,Paid,2024-10-01
BILL-1234594055,SUB-10001971,CUS-11341,2024-11-01,2024-11-15,99.99,11.23,11.15,122.37,122.37,2024-11-05,Check,Paid,2024-11-01
BILL-1234594056,SUB-10001971,CUS-11341,2024-12-01,2024-12-15,99.99,18,11.3,129.29,129.29,2024-12-06,Check,Paid,2024-12-01
BILL-1234594057,SUB-10001971,CUS-11341,2025-01-01,2025-01-15,99.99,15.47,13.59,129.05,129.05,2025-01-08,Credit Card,Paid,2025-01-01
BILL-1234594058,SUB-10001971,CUS-11341,2025-02-01,2025-02-15,99.99,0,9.98,109.97,109.97,2025-02-15,PayPal,Paid,2025-02-01
BILL-1234594059,SUB-10001971,CUS-11341,2025-03-01,2025-03-15,99.99,49.87,12.41,162.27,162.27,2025-03-18,PayPal,Paid,2025-03-01
BILL-1234594060,SUB-10001971,CUS-11341,2025-04-01,2025-04-15,99.99,38.89,16.22,155.1,155.1,2025-04-03,PayPal,Paid,2025-04-01
BILL-1234594061,SUB-10001971,CUS-11341,2025-05-01,2025-05-15,99.99,38.64,13.89,152.52,152.52,2025-05-03,Credit Card,Paid,2025-05-01
BILL-1234594062,SUB-10001971,CUS-11341,2025-06-01,2025-06-15,99.99,0,9.53,109.52,null,null,null,Unpaid,2025-06-01
BILL-1234594063,SUB-10001972,CUS-11341,2024-01-01,2024-01-15,119.22,42.51,15.96,177.69,177.69,2024-01-18,Bank Transfer,Paid,2024-01-01
BILL-1234594064,SUB-10001972,CUS-11341,2024-02-01,2024-02-15,119.22,32.77,17.27,169.26,169.26,2024-02-08,Check,Paid,2024-02-01
BILL-1234594065,SUB-10001972,CUS-11341,2024-03-01,2024-03-15,119.22,28.18,13.82,161.22,161.22,2024-03-18,Bank Transfer,Paid,2024-03-01
BILL-1234594066,SUB-10001972,CUS-11341,2024-04-01,2024-04-15,119.22,0,12.39,131.61,null,null,null,Unpaid,2024-04-01
BILL-1234594067,SUB-10001972,CUS-11341,2024-05-01,2024-05-15,119.22,0,12.02,131.24,131.24,2024-05-12,Bank Transfer,Paid,2024-05-01
BILL-1234594068,SUB-10001972,CUS-11341,2024-06-01,2024-06-15,119.22,20.42,15.8,155.44,155.44,2024-06-07,Check,Paid,2024-06-01
BILL-1234594069,SUB-10001972,CUS-11341,2024-07-01,2024-07-15,119.22,29.03,14.22,162.47,162.47,2024-07-10,Check,Paid,2024-07-01
BILL-1234594070,SUB-10001972,CUS-11341,2024-08-01,2024-08-15,119.22,16.79,15.4,151.41,151.41,2024-08-10,Credit Card,Paid,2024-08-01
BILL-1234594071,SUB-10001972,CUS-11341,2024-09-01,2024-09-15,119.22,0,13.89,133.11,133.11,2024-09-03,PayPal,Paid,2024-09-01
BILL-1234594072,SUB-10001972,CUS-11341,2024-10-01,2024-10-15,119.22,0,13.16,132.38,132.38,2024-10-11,Check,Paid,2024-10-01
BILL-1234594073,SUB-10001972,CUS-11341,2024-11-01,2024-11-15,119.22,0,10.62,129.84,129.84,2024-11-10,Credit Card,Paid,2024-11-01
BILL-1234594074,SUB-10001972,CUS-11341,2024-12-01,2024-12-15,119.22,0,11.8,131.02,131.02,2024-12-16,Bank Transfer,Paid,2024-12-01
BILL-1234594075,SUB-10001972,CUS-11341,2025-01-01,2025-01-15,119.22,0,13.77,132.99,132.99,2025-01-17,PayPal,Paid,2025-01-01
BILL-1234594076,SUB-10001972,CUS-11341,2025-02-01,2025-02-15,119.22,0,11.79,131.01,131.01,2025-02-09,Credit Card,Paid,2025-02-01
BILL-1234594077,SUB-10001972,CUS-11341,2025-03-01,2025-03-15,119.22,0,11.99,131.21,131.21,2025-03-12,PayPal,Paid,2025-03-01
BILL-1234594078,SUB-10001972,CUS-11341,2025-04-01,2025-04-15,119.22,42.51,14.59,176.32,176.32,2025-04-07,Credit Card,Paid,2025-04-01
BILL-1234594079,SUB-10001972,CUS-11341,2025-05-01,2025-05-15,119.22,0,11.37,130.59,null,null,null,Late,2025-05-01
BILL-1234594080,SUB-10001972,CUS-11341,2025-06-01,2025-06-15,119.22,7.7,14.84,141.76,141.76,2025-06-11,Credit Card,Paid,2025-06-01
BILL-1234594081,SUB-10001973,CUS-11342,2024-01-01,2024-01-15,105.13,40.34,15.89,161.36,161.36,2024-01-12,Check,Paid,2024-01-01
BILL-1234594082,SUB-10001973,CUS-11342,2024-02-01,2024-02-15,105.13,33.72,11.58,150.43,150.43,2024-02-12,Check,Paid,2024-02-01
BILL-1234594083,SUB-10001973,CUS-11342,2024-03-01,2024-03-15,105.13,0,9.71,114.84,114.84,2024-03-03,Credit Card,Paid,2024-03-01
BILL-1234594084,SUB-10001973,CUS-11342,2024-04-01,2024-04-15,105.13,0,9.75,114.88,114.88,2024-04-03,Bank Transfer,Paid,2024-04-01
BILL-1234594085,SUB-10001973,CUS-11342,2024-05-01,2024-05-15,105.13,0,9.69,114.82,114.82,2024-05-09,PayPal,Paid,2024-05-01
BILL-1234594086,SUB-10001973,CUS-11342,2024-06-01,2024-06-15,105.13,13.73,9.64,128.5,128.5,2024-06-07,Credit Card,Paid,2024-06-01
BILL-1234594087,SUB-10001973,CUS-11342,2024-07-01,2024-07-15,105.13,0,11.56,116.69,116.69,2024-07-07,Credit Card,Paid,2024-07-01
BILL-1234594088,SUB-10001973,CUS-11342,2024-08-01,2024-08-15,105.13,0,9.9,115.03,115.03,2024-08-07,Bank Transfer,Paid,2024-08-01
BILL-1234594089,SUB-10001973,CUS-11342,2024-09-01,2024-09-15,105.13,0,12.32,117.45,117.45,2024-09-18,Check,Paid,2024-09-01
BILL-1234594090,SUB-10001973,CUS-11342,2024-10-01,2024-10-15,105.13,0,9.43,114.56,114.56,2024-10-16,Bank Transfer,Paid,2024-10-01
BILL-1234594091,SUB-10001973,CUS-11342,2024-11-01,2024-11-15,105.13,26.52,15.76,147.41,147.41,2024-11-07,PayPal,Paid,2024-11-01
BILL-1234594092,SUB-10001973,CUS-11342,2024-12-01,2024-12-15,105.13,0,10.08,115.21,115.21,2024-12-12,Credit Card,Paid,2024-12-01
BILL-1234594093,SUB-10001973,CUS-11342,2025-01-01,2025-01-15,105.13,14.55,10.53,130.21,null,null,null,Unpaid,2025-01-01
BILL-1234594094,SUB-10001973,CUS-11342,2025-02-01,2025-02-15,105.13,0,9.45,114.58,114.58,2025-02-15,Check,Paid,2025-02-01
BILL-1234594095,SUB-10001973,CUS-11342,2025-03-01,2025-03-15,105.13,0,10.84,115.97,115.97,2025-03-04,Bank Transfer,Paid,2025-03-01
BILL-1234594096,SUB-10001973,CUS-11342,2025-04-01,2025-04-15,105.13,0,11.14,116.27,116.27,2025-04-05,PayPal,Paid,2025-04-01
BILL-1234594097,SUB-10001973,CUS-11342,2025-05-01,2025-05-15,105.13,34.63,13.31,153.07,null,null,null,Unpaid,2025-05-01
BILL-1234594098,SUB-10001973,CUS-11342,2025-06-01,2025-06-15,105.13,0,11.16,116.29,116.29,2025-06-05,PayPal,Paid,2025-06-01
BILL-1234594099,SUB-10001975,CUS-11344,2024-01-01,2024-01-15,139.22,0,12.26,151.48,151.48,2024-01-05,PayPal,Paid,2024-01-01
